name,pages,extinct,gif,special,obtain
Phantasmal Aura,weapons/spears,0,photo/weapons60/phantasmalaura.gif,Break on Death,Imp Boss
Phoenix helm,armor/headitems,0,photo/armor60/phoenixhelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Phoenix helmet,armor/headitems,0,photo/armor60/phoenixhelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Piggy Dagger,weapons/swords,0,photo/weapons60/piggydagger.gif,Break on Death,Lost Mines Event - Hyul 27
Pilot hat,armor/subaccessory,0,photo/armor60/pilothat.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Pilot uniform,armor/coataccessory,0,photo/armor60/pilotuniform.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Pink sentai armor,armor/coataccessory,0,photo/armor60/sentaiarmor-pink.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Pink sentai helm,armor/subaccessory,0,photo/armor60/sentaihelm-pink.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Plain amber bracelet,armor/handitems,0,photo/armor60/plainamberbracelet.gif,Jewelery,Obtained from Skilled+ jewellers Special Info: Jewelery
Plain dark bracelet,armor/handitems,0,photo/armor60/plaindarkbracelet.gif,Jewelery,Obtained from Skilled+ jewellers Special Info: Jewelery
Plain white bracelet,armor/handitems,0,photo/armor60/plainwhitebracelet.gif,Jewelery,Obtained from Skilled+ jewellers Special Info: Jewelery
Plain yellow bracelet,armor/handitems,0,photo/armor60/plainyellowbracelet.gif,Jewelery,Obtained from Skilled+ jewellers Special Info: Jewelery
Plasmic substratum,weapons/swords,0,photo/weapons60/plasmicsubstratum.gif,None,"Gather ""sub plates"" from crates in Hamgyong River"
Plated Crossbow,weapons/bows,0,,Halloween Event 2012 & 2019,Must have killed 800 walking dead and Jae the Slice 3 times.
Plated skin,items/woodlandsitems,0,photo/items60/platedskin.gif,,Woodlands Cave: Raheem Desert Max Held in One Slot: 1 Creature: Snake
Platinum jubilee circlet,armor/headitems,0,photo/armor60/platinumjubileecirclet.gif,,Platinum Jubilee Event - Yuri 75 Special Info:
Platinum jubilee garb,armor/coataccessory,0,photo/armor60/platinumjubileegarb.gif,"Platinum jubilee used to have +20 AC when it was an armor, but now as a coat it doesn't affect AC anymore.","Platinum Jubilee Event - Yuri 75 Special Info: Platinum jubilee used to have +20 AC when it was an armor, but now as a coat it doesn't affect AC anymore."
Platinum jubilee gauntlet,armor/handitems,0,photo/armor60/platinumjubileegauntlet.gif,,Platinum Jubilee Event - Yuri 75 Special Info:
Platinum jubilee gown,armor/coataccessory,0,photo/armor60/platiniumjubileegown.gif,"jubilee used to have +20 AC when it was an armor, but now as a coat it doesn't affect AC anymore.","Platinum Jubilee Event - Yuri 75 Special Info: jubilee used to have +20 AC when it was an armor, but now as a coat it doesn't affect AC anymore."
Pleasing magic flute,armor/subaccessory,0,photo/armor60/magicflute.gif,None,Tree of Reflections Event Special Info: None
Poda chagun demon staff,weapons/spears,0,photo/weapons60/demonstaff.gif,None,Tree of Reflections Event - Yuri 82
Poisoned water,items/drops|items/woodlandsitems,0,photo/items60/poisonedwater.gif,,Woodlands Raheem Desert Cave
Polearm,weapons/spears,0,photo/weapons60/polearm.gif,Can hit multiple targets / Does not take away invisible after hit / Cannot repair,Made by Grand Master+ Carpenters
Pond fan,weapons/fans,0,,None,Leviathan Quest
Pork,items/drops|items/shop|items/vita,0,photo/items60/pork.gif,,Dropped in Mythic Pig Cave and Kugnae Snake Cave
Postcard,armor/handitems,0,photo/armor60/postcard.gif,None,Postcard Event Special Info: None
Pounded kallal,weapons/swords,0,photo/weapons60/kallal.gif,"Obtained in Hyul 1, Mongol Invasion",Unobtainable
Powdered yellow amber,items/crafts,0,photo/items60/yellowamber.gif,,Created by Alchemists
Prevaricator's blade,weapons/swords,0,photo/weapons60/prevaricatorsblade.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Prevaricator's great blade,weapons/swords,0,photo/weapons60/prevaricatorsblade.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Prevaricator's light blade,weapons/swords,0,photo/weapons60/prevaricatorsblade.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Prevaricator's minor blade,weapons/swords,0,photo/weapons60/prevaricatorsblade.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Prevaricator's tempered blade,weapons/swords,0,photo/weapons60/prevaricatorsblade.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Primavera fan,weapons/fans,0,,None,"Sept. 11, 2002 Event"
Prism amber,items/drops|items/rocks|items/woodlandsitems,0,photo/items60/prismamber.gif,,Woodlands Dog Cave
Prison outfit,armor/coataccessory,0,photo/armor60/prisonoutfit.gif,None,Prize purchased in Maze Game Special Info: None
Purified water,armor/handitems,0,photo/armor60/purifiedwater.gif,Break on Death / Unrepairable,Tiger Item Boss Special Info: Break on Death / Unrepairable
Purple cheongsan,armor/peasantarmor,0,photo/armor60/purplecheongsan.gif,Bonded (unbonded rare),King Yuri's Ball Special Info: Bonded (unbonded rare)
Purple dragon staff,weapons/spears,0,photo/weapons60/purpledragonstaff.gif,Rarely,This is the second Mystical weapon. Turn in a Leaf to get this.
Purple glowing flame,weapons/swords,0,photo/weapons60/purpleglowingflame.gif,,This is the last Mystical weapon. Turn in Dragon staff to get this.
Purple kinkotot,armor/peasantarmor,0,photo/armor60/purplekinkotot.gif,Bonded (unbonded rare),King Yuri's Ball Special Info: Bonded (unbonded rare)
Purple remembrance garb,armor/coataccessory,0,photo/armor60/purpleremembrancegarb.gif,,Thanksgiving Event 2007 Special Info:
Purple remembrance gown,armor/coataccessory,0,photo/armor60/purpleremembrancegown.gif,,Thanksgiving Event 2007 Special Info:
Purple ring,armor/handitems,0,photo/armor60/purplering.gif,None,Ring Shop Special Info: None
Purple shade leaf,weapons/spears,0,photo/weapons60/purpleshadeleaf.gif,,This is the first Mystical weapon
Purple valkyrie,armor/peasantarmor,0,photo/armor60/purplevalkyrie.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Putrid fish,items/drops|items/vita,0,photo/items60/putridfish.gif,,River Ogres
Qi shard,armor/handitems,0,photo/armor60/qishard.gif,0,Geomancer Special Info: 0
Rabbit bow,weapons/bows,0,,Cannot leave Rabbit Invasion,Rabbit invasion
Rabbit meat,items/drops|items/spells|items/vita,0,photo/items60/rabbitmeat.gif,,Dropped by various rabbits
Rabbits foot,items/drops|items/woodlandsitems,0,photo/items60/rabbitsfoot.gif,,Woodlands Rabbit Cave
Rabid saliva,items/drops|items/woodlandsitems,0,photo/items60/rabidsaliva.gif,,Woodlands Dog Cave
Racing cap,armor/subaccessory,0,photo/armor60/racingcap.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Racing hat,armor/subaccessory,0,photo/armor60/racinghat.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Racing skirt,armor/coataccessory,0,photo/armor60/racingskirt.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Racing suit,armor/coataccessory,0,photo/armor60/racingsuit.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Radiant Ceylon Spiral,weapons/spears,0,photo/weapons60/radiantceylonspiral.gif,King Trogodyte - Break On Death,Flower Boss
Radiant diamond,armor/subaccessory,0,photo/armor60/radiantdiamond.gif,Quest,Lost Mines Event 2009 Special Info: Quest
Ranger Code,items/other,0,photo/items60/scrollroll.gif,,Library
Red blaze shield,armor/shields,0,photo/armor60/redshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
Red cheogori,armor/peasantarmor,0,photo/armor60/redcheogori.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Red cheongsan,armor/peasantarmor,0,photo/armor60/redcheongsan.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Red dopo,armor/peasantarmor,0,photo/armor60/reddopo.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Red dragon staff,weapons/spears,0,photo/weapons60/reddragonstaff.gif,Rarely,This is the second Mystical weapon. Turn in a Leaf to get this.
Red firm gutuls,armor/subaccessory,0,photo/armor60/redsturdygutuls.gif,None,Mongol Invasion Event Special Info: None
Red flame shield,armor/shields,0,photo/armor60/redshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
Red fox fur,items/drops|items/spells,0,photo/items60/foxfur.gif,,Various foxes
Red glowing flame,weapons/swords,0,photo/weapons60/redglowingflame.gif,,This is the last Mystical weapon. Turn in Dragon staff to get this.
Red inferno shield,armor/shields,0,photo/armor60/redshield.gif,10th Anniversary Pirate Event,10th Anniversary Pirate Event Special Info: 10th Anniversary Pirate Event
Red potion,items/potions|items/vita,0,photo/items60/redpotion.gif,,Potion Shops
Red powerful gutuls,armor/subaccessory,0,photo/armor60/redsturdygutuls.gif,Only one in the game (so far),Mongol Invasion Event Special Info: Only one in the game (so far)
Red remembrance garb,armor/coataccessory,0,photo/armor60/redremembrancegarb.gif,,Thanksgiving Event 2007 Special Info:
Red remembrance gown,armor/coataccessory,0,photo/armor60/redremembrancegown.gif,,Thanksgiving Event 2007 Special Info:
Red ring,armor/handitems,0,photo/armor60/holyring.gif,None,Ring Shop Special Info: None
Red sentai armor,armor/coataccessory,0,photo/armor60/sentaiarmor-red.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Red sentai helm,armor/subaccessory,0,photo/armor60/sentaihelm-red.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Red shade leaf,weapons/spears,0,photo/weapons60/redshadeleaf.gif,,This is the first Mystical weapon
Red soft gutuls,armor/subaccessory,0,photo/armor60/redsturdygutuls.gif,None,Mongol Invasion Event Special Info: None
Red solid gutuls,armor/subaccessory,0,photo/armor60/redsturdygutuls.gif,None,No longer available Special Info: None
Red spark shield,armor/shields,0,photo/armor60/redshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
Red sturdy gutuls,armor/subaccessory,0,photo/armor60/redsturdygutuls.gif,None,Mongol Invasion Event Special Info: None
Red thick gutuls,armor/subaccessory,0,photo/armor60/redsturdygutuls.gif,None,Mongol Invasion Event Special Info: None
Red torch shield,armor/shields,0,photo/armor60/redshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
Red valkyrie,armor/peasantarmor,0,photo/armor60/redvalkyrie.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Red volcano shield,armor/shields,0,photo/armor60/redshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","2019 Thanksgiving Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
Redemptive great staff,weapons/spears,0,photo/weapons60/redemptivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Redemptive light staff,weapons/spears,0,photo/weapons60/redemptivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Redemptive minor staff,weapons/spears,0,photo/weapons60/redemptivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Redemptive staff,weapons/spears,0,photo/weapons60/redemptivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Redemptive tempered staff,weapons/spears,0,photo/weapons60/redemptivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Regal Kagum Huan,weapons/swords,0,photo/weapons60/kagumhuan.gif,None,Side with General HanXin against the pirates
Regal Kagum Xu,weapons/swords,0,photo/weapons60/kagumxu.gif,None,Pirate Event 2007
Reinforced Crossbow,weapons/bows,0,,Halloween Event 2012 & 2019,Must have killed 400 walking dead and Jae the Slice 1 time.
Remembrance fan,weapons/fans,0,,Free engraves for this item during event,"Sept. 11, 2002 Event"
Repugnant fish,items/drops|items/vita,0,photo/items60/repugnantfish.gif,,River Ogres
Retributive great staff,weapons/spears,0,photo/weapons60/retributivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Retributive light staff,weapons/spears,0,photo/weapons60/retributivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Retributive minor staff,weapons/spears,0,photo/weapons60/retributivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Retributive staff,weapons/spears,0,photo/weapons60/retributivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Retributive tempered staff,weapons/spears,0,photo/weapons60/retributivestaff.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Rice wine,items/mana|items/shop,0,photo/items60/ricewine.gif,,Taverns
Rich wine,items/mana|items/shop,0,photo/items60/ricewine.gif,,Bagai Shop
Ripped talon,items/drops|items/woodlandsitems,0,photo/items60/rippedtalon.gif,,Woodlands Bear Cave
Roast chicken,items/crafts|items/vita,0,photo/items60/roastchicken.gif,,Food preparers
Robes of the earth mage,armor/coataccessory,0,photo/armor60/robesoftheearthmage.gif,Geomancers' only,Obtained by members of Geomancers' circle Special Info: Geomancers' only
Rock,items/drops|items/rocks|items/woodlandsitems,0,photo/items60/rock.gif,,Woodlands Raheem Desert Cave
Rogue's powder,items/bombs,0,photo/items60/bombbag.gif,,Arena Shops
Root liquor,items/mana|items/shop,0,photo/items60/rootliquor.gif,,Taverns
Rose,items/other,0,photo/items60/rose.gif,,Walk past a rose bush!
Rose petals,items/vita,0,photo/items60/rosepetals.gif,,Chapels
Royal armor,armor/roguearmor,0,photo/armor60/royalarmor.gif,None,Smith Special Info: None
Royal bronze circlet,armor/headitems,0,photo/armor60/royalbronzecirclet.gif,None,Prize purchased from Library with 80 Pirate coins Special Info: None
Royal clothes,armor/magearmor,0,photo/armor60/royalclothes.gif,None,Seams Special Info: None
Royal garb,armor/magearmor,0,photo/armor60/royalgarb.gif,none,Seams Special Info: none
Royal Gold Circlet,armor/headitems,0,photo/armor60/royalgoldcirclet.gif,None,Can be purchased with 100 Pirate Coins Special Info: None
Royal helm,armor/headitems,0,photo/armor60/autumnhelm.gif,None,Smith Special Info: None
Royal scale mail,armor/warriorarmor,0,photo/armor60/royalscalemail.gif,None,Smith Special Info: None
Royal tiger mail,armor/warriorarmor,0,photo/armor60/royalwarplatemail.gif,None,Chongun Quest Special Info: None
Royal tigress,armor/warriorarmor,0,photo/armor60/royaltigress.gif,None,Chongun Quest Special Info: None
Royal waistcoat,armor/roguearmor,0,photo/armor60/royalwaistcoat.gif,None,Seams Special Info: None
Royal war platemail,armor/warriorarmor,0,photo/armor60/royalwarplatemail.gif,None,Smith Special Info: None
Runed dagger,weapons/swords,0,photo/weapons60/steeldagger.gif,Dropped in Kugnae Snake Cave by Various Enemies,Kugnae Snake
Runic JiPanEe Tai,weapons/spears,0,photo/weapons60/jipaneetai.gif,None,Event
Runic JiPanEe Xun,weapons/spears,0,photo/weapons60/jipaneexun.gif,None,Event
Rusty Cutlass Skully,weapons/swords,0,photo/weapons60/cutlassskully.gif,BREAK ON DEATH,Obtained during the 2015 Pirates event. May still be obtained *rarely* through Sally quests.
Rusty shortsword*,weapons/extinct|weapons/swords|weapons/swords,1,photo/weapons60/rustyshortsword.gif,Dropped by 3.0 Pirates and by Slush king,Extinct
Sa Ernlere Staff,weapons/spears,0,photo/weapons60/ErnlereStaff.gif,Non-bonded; costs 500 coins to deposit,Iron Hands Event 2016
Sa Featherlight Arm,weapons/spears,0,photo/weapons60/FeatherlightArm.gif,Can hit multiple targets / Does not take away invisible after hit,"Reward for ""destroying evil pursuits of Iron Hands"" (2016)"
